iter	Logloss
452	0.2832682255
453	0.2829696697
454	0.2826387452
455	0.2824066731
456	0.2819716221
457	0.2816838697
458	0.2814732087
459	0.2810962112
460	0.2808059701
461	0.2804230466
462	0.2802140211
463	0.2800876474
464	0.2799170748
465	0.2795760048
466	0.2792069121
467	0.2789442682
468	0.2784127727
469	0.2782815338
470	0.2778948782
471	0.2775373812
472	0.2772184788
473	0.2769484059
474	0.2765365894
475	0.2761584298
476	0.275648922
477	0.2754005068
478	0.2751458586
479	0.2748810476
480	0.2744995781
481	0.2743108785
482	0.2741088967
483	0.2735862649
484	0.2733471818
485	0.2730152131
486	0.2727629855
487	0.2725626689
488	0.2723014976
489	0.2719771954
490	0.271780444
491	0.2712977454
492	0.2709301056
493	0.2706426021
494	0.2704083899
495	0.2701874787
496	0.2698853034
497	0.2696026546
498	0.2692979008
499	0.2691178642
500	0.2688893527
501	0.2687850341
502	0.2684353715
503	0.2681365554
504	0.2677313311
505	0.2675224809
506	0.2673367701
507	0.2670255703
508	0.2668812257
509	0.2666123764
510	0.2663266337
511	0.2660621286
512	0.2657764293
513	0.2655655689
514	0.2653768082
515	0.2651753037
516	0.2648296246
517	0.2646690204
518	0.2643227112
519	0.2641461751
520	0.2639862385
521	0.2638350135
522	0.2636524477
523	0.2634977712
524	0.2632620016
525	0.2629841637
526	0.2627672293
527	0.2626150077
528	0.26238451
529	0.2621672987
530	0.2619123389
531	0.2616755572
532	0.2613236602
533	0.2611581003
534	0.2607611492
535	0.2603835724
536	0.2602421838
537	0.2599890569
538	0.2598271353
539	0.2595814718
540	0.2592885413
541	0.2590212558
542	0.2588758368
543	0.2587132463
544	0.2585048979
545	0.2582121977
546	0.2579056423
547	0.2577503869
548	0.2576274679
549	0.2573386888
550	0.2569891361
551	0.2567150925
552	0.2564890357
553	0.256216938
554	0.2560310031
555	0.2558041514
556	0.2554271464
557	0.2552239179
558	0.2550641526
559	0.2547553437
560	0.2545647211
561	0.2543982208
562	0.2540570657
563	0.2538505582
564	0.2534404609
565	0.2531935397
566	0.2530616084
567	0.2528237664
568	0.2525906088
569	0.2521750974
570	0.2519556153
571	0.2516230202
572	0.2515436287
573	0.2514443077
574	0.2512035295
575	0.250910034
576	0.2507266972
577	0.2503452541
578	0.2500373034
579	0.2498217236
580	0.2497489197
581	0.2494917229
582	0.2491185731
583	0.2489257566
584	0.2485955079
585	0.2482673411
586	0.2481219572
587	0.2478437598
588	0.2477011819
589	0.2475076314
590	0.2471513327
591	0.2467458753
592	0.2465823206
593	0.2463007138
594	0.2461901481
595	0.2460465317
596	0.2458102065
597	0.2456357677
598	0.2455287813
599	0.2452993199
600	0.2450925442
601	0.2446810192
602	0.2443447282
603	0.244188142
604	0.2440974699
605	0.2438930677
606	0.2435098424
607	0.2433657778
608	0.2432025967
609	0.2430021358
610	0.2428313453
611	0.2426040253
612	0.2424969438
613	0.2423686651
614	0.2421910655
615	0.2419394867
616	0.2416740248
617	0.2414691524
618	0.2413429322
619	0.2411846459
620	0.2410543093
621	0.2407588095
622	0.2404630417
623	0.2402302877
624	0.2398852627
625	0.2396991578
626	0.2394727303
627	0.2392560343
628	0.2391760674
629	0.2389008169
630	0.2387081457
631	0.2384373044
632	0.2382403007
633	0.2379421887
634	0.2378057938
635	0.2374441066
636	0.2371939947
637	0.2368404441
638	0.2366543261
639	0.2363984855
640	0.2361763766
641	0.2358941334
642	0.2356288279
643	0.2353675919
644	0.235145607
645	0.2349083084
646	0.2347340884
647	0.2345847863
648	0.2343837069
649	0.2340110249
650	0.2337420866
651	0.2335713561
652	0.2334491393
653	0.2331877036
654	0.2330485178
655	0.2329424889
656	0.2327284473
657	0.2325336308
658	0.2322770526
659	0.2320544219
660	0.2318545735
661	0.2316950036
662	0.2313407416
663	0.2310834163
664	0.2308198107
665	0.2305716894
666	0.2304552901
667	0.2302316981
668	0.230017551
669	0.2298608762
670	0.2297240528
671	0.2295371607
672	0.2294361458
673	0.2292393829
674	0.2290174278
675	0.2288508202
676	0.2285468035
677	0.2284459134
678	0.228209306
679	0.2280182401
680	0.2278673941
681	0.227665898
682	0.2275430205
683	0.227325643
684	0.2272346914
685	0.2270702774
686	0.2269225355
687	0.226778591
688	0.2265844372
689	0.2264246849
690	0.2262106083
691	0.2260833945
692	0.226001352
693	0.2258307934
694	0.225718151
695	0.2255761461
696	0.2253905454
697	0.225209519
698	0.225060649
699	0.2249031197
